path,exists,tracked,git_status,category,state,function,recommended_action,seo_impact,delete_risk,size_bytes,incoming_count,incoming_from,outgoing_count,outgoing_to
site/about.html,true,true,M,produccion,produccion,"Superficie publica, asset o metadata servida en produccion",se queda,alto,alto,28656,26,docs/previews/vehicle-template-base.html | docs/previews/vehicle-template-premium.html | site/about.html | site/abu-dhabi-luxury-car-rental.html | site/airport-concierge-dubai.html | site/business-car-rental-dubai.html | site/chauffeur-service-dubai.html | site/contact.html | site/dubai-airport-luxury-car-rental.html | site/dubai-marina-luxury-car-rental.html | site/ferrari-296-gts-rental-dubai.html | site/ferrari-rental-dubai.html | site/fleet.html | site/hotel-villa-airport-delivery-dubai.html | site/index.html | site/lamborghini-huracan-evo-spyder-rental-dubai.html | site/lamborghini-urus-rental-dubai.html | site/locations.html | site/luxury-car-rental-dubai.html | site/mercedes-g63-amg-rental-dubai.html | site/monthly-luxury-car-rental-dubai.html | site/palm-jumeirah-luxury-car-rental.html | site/porsche-992-gt3-rental-dubai.html | site/rolls-royce-cullinan-black-badge-rental-dubai.html | site/services.html | site/wedding-event-car-rental-dubai.html,30,site/about.html | site/app/reserve/page.html | site/contact.html | site/css/site-v2-about.css | site/css/site-v2.css | site/ferrari-rental-dubai.html | site/fleet.html | site/images/brands/ferrari-mark.png | site/images/brands/lamborghini-mark.png | site/images/brands/mercedes-mark.png | site/images/brands/porsche-mark.png | site/images/brands/rolls-royce-mark.png | site/images/categories/mock-fastpng/convertible-stage.png | site/images/categories/mock-fastpng/electric-stage.png | site/images/categories/mock-fastpng/luxury-stage.png | site/images/categories/mock-fastpng/sports-stage.png | site/images/categories/mock-fastpng/suv-stage.png | site/images/dp-crest-cropped.png | site/index.html | site/js/site-v2.js | site/lamborghini-rental-dubai.html | site/locations.html | site/logo-dp-transparent.png | site/luxury-car-rental-dubai.html | site/mercedes-rental-dubai.html | site/porsche-rental-dubai.html | site/rolls-royce-rental-dubai.html | site/services.html | site/supercar-rental-dubai.html | site/terms-and-conditions.html
site/abu-dhabi-luxury-car-rental.html,true,true,M,produccion,produccion,"Superficie publica, asset o metadata servida en produccion",se queda,alto,alto,17708,7,site/airport-concierge-dubai.html | site/business-car-rental-dubai.html | site/chauffeur-service-dubai.html | site/dubai-airport-luxury-car-rental.html | site/locations.html | site/monthly-luxury-car-rental-dubai.html | site/services.html,19,site/about.html | site/app/reserve/page.html | site/contact.html | site/css/site-v2-local-guide.css | site/css/site-v2.css | site/dubai-airport-luxury-car-rental.html | site/fleet.html | site/images/dp-crest-cropped.png | site/index.html | site/js/site-v2.js | site/locations.html | site/logo-dp-transparent.png | site/luxury-car-rental-dubai.html | site/mercedes-rental-dubai.html | site/palm-jumeirah-luxury-car-rental.html | site/porsche-rental-dubai.html | site/rolls-royce-rental-dubai.html | site/services.html | site/terms-and-conditions.html
site/airport-concierge-dubai.html,true,true,M,produccion,produccion,"Superficie publica, asset o metadata servida en produccion",se queda,alto,alto,24751,10,site/business-car-rental-dubai.html | site/chauffeur-service-dubai.html | site/ferrari-rental-downtown-dubai.html | site/fleet.html | site/hotel-villa-airport-delivery-dubai.html | site/locations.html | site/monthly-luxury-car-rental-dubai.html | site/services.html | site/supercar-rental-dubai.html | site/wedding-event-car-rental-dubai.html,19,site/about.html | site/abu-dhabi-luxury-car-rental.html | site/app/reserve/page.html | site/business-car-rental-dubai.html | site/chauffeur-service-dubai.html | site/contact.html | site/css/site-v2-service-detail.css | site/css/site-v2.css | site/dubai-airport-luxury-car-rental.html | site/fleet.html | site/hotel-villa-airport-delivery-dubai.html | site/images/dp-crest-cropped.png | site/index.html | site/js/site-v2.js | site/locations.html | site/monthly-luxury-car-rental-dubai.html | site/palm-jumeirah-luxury-car-rental.html | site/services.html | site/terms-and-conditions.html
site/app/reserve/page.html,true,true,,produccion,produccion,"Superficie publica, asset o metadata servida en produccion",se queda,alto,alto,125995,34,site/about.html | site/abu-dhabi-luxury-car-rental.html | site/airport-concierge-dubai.html | site/business-car-rental-dubai.html | site/chauffeur-service-dubai.html | site/contact.html | site/downtown-dubai-supercar-rental.html | site/dubai-airport-luxury-car-rental.html | site/dubai-marina-luxury-car-rental.html | site/ferrari-296-gts-rental-dubai.html | site/ferrari-rental-downtown-dubai.html | site/ferrari-rental-dubai.html | site/g63-rental-dubai-marina.html | site/g63-rental-dubai.html | site/hotel-villa-airport-delivery-dubai.html | site/lamborghini-huracan-evo-spyder-rental-dubai.html | site/lamborghini-rental-dubai.html | site/lamborghini-rental-palm-jumeirah.html | site/lamborghini-urus-rental-dubai.html | site/locations.html | site/luxury-car-rental-dubai.html | site/mercedes-g63-amg-rental-dubai.html | site/mercedes-rental-dubai.html | site/monthly-luxury-car-rental-dubai.html | site/palm-jumeirah-luxury-car-rental.html | site/porsche-992-gt3-rental-dubai.html | site/porsche-rental-dubai.html | site/rolls-royce-cullinan-black-badge-rental-dubai.html | site/rolls-royce-rental-dubai.html | site/services.html | site/supercar-rental-dubai.html | site/terms-and-conditions-uae.html | site/terms-and-conditions.html | site/wedding-event-car-rental-dubai.html,10,site/config.js | site/favicon.ico | site/icons/icon-16.png | site/icons/icon-180.png | site/icons/icon-192.png | site/icons/icon-256.png | site/icons/icon-32.png | site/icons/icon-512.png | site/index.html | site/manifest.json
site/brands/ferrari-clean.png,false,true,D,duplicado/huella,candidato a borrar,Duplicado o resto de iteraciones anteriores,se elimina,bajo,bajo,0,0,,0,
site/brands/lamborghini-clean.png,false,true,D,duplicado/huella,candidato a borrar,Duplicado o resto de iteraciones anteriores,se elimina,bajo,bajo,0,0,,0,
site/brands/mercedes-clean.png,false,true,D,duplicado/huella,candidato a borrar,Duplicado o resto de iteraciones anteriores,se elimina,bajo,bajo,0,0,,0,
site/brands/porsche-clean.png,false,true,D,duplicado/huella,candidato a borrar,Duplicado o resto de iteraciones anteriores,se elimina,bajo,bajo,0,0,,0,
site/brands/rolls-royce-badge-transparent.png,false,true,D,duplicado/huella,candidato a borrar,Duplicado o resto de iteraciones anteriores,se elimina,bajo,bajo,0,0,,0,
site/business-car-rental-dubai.html,true,true,M,produccion,produccion,"Superficie publica, asset o metadata servida en produccion",se queda,alto,alto,24528,5,site/airport-concierge-dubai.html | site/chauffeur-service-dubai.html | site/locations.html | site/monthly-luxury-car-rental-dubai.html | site/services.html,18,site/about.html | site/abu-dhabi-luxury-car-rental.html | site/airport-concierge-dubai.html | site/app/reserve/page.html | site/chauffeur-service-dubai.html | site/contact.html | site/css/site-v2-service-detail.css | site/css/site-v2.css | site/dubai-airport-luxury-car-rental.html | site/fleet.html | site/images/dp-crest-cropped.png | site/index.html | site/js/site-v2.js | site/locations.html | site/luxury-car-rental-dubai.html | site/monthly-luxury-car-rental-dubai.html | site/services.html | site/terms-and-conditions.html
site/chauffeur-service-dubai.html,true,true,M,produccion,produccion,"Superficie publica, asset o metadata servida en produccion",se queda,alto,alto,25426,8,site/airport-concierge-dubai.html | site/business-car-rental-dubai.html | site/fleet.html | site/hotel-villa-airport-delivery-dubai.html | site/locations.html | site/services.html | site/supercar-rental-dubai.html | site/wedding-event-car-rental-dubai.html,19,site/about.html | site/abu-dhabi-luxury-car-rental.html | site/airport-concierge-dubai.html | site/app/reserve/page.html | site/business-car-rental-dubai.html | site/contact.html | site/css/site-v2-service-detail.css | site/css/site-v2.css | site/dubai-airport-luxury-car-rental.html | site/fleet.html | site/hotel-villa-airport-delivery-dubai.html | site/images/dp-crest-cropped.png | site/index.html | site/js/site-v2.js | site/locations.html | site/palm-jumeirah-luxury-car-rental.html | site/services.html | site/terms-and-conditions.html | site/wedding-event-car-rental-dubai.html
site/config.js,true,true,M,produccion,soporte,Archivo bajo la frontera publica sin evidencia clara de uso,se queda,bajo,medio,3893,3,site/app/reserve/page.html | site/contact.html | site/sw.js,0,
site/contact.html,true,true,M,produccion,produccion,"Superficie publica, asset o metadata servida en produccion",se queda,alto,alto,14125,17,site/about.html | site/abu-dhabi-luxury-car-rental.html | site/airport-concierge-dubai.html | site/business-car-rental-dubai.html | site/chauffeur-service-dubai.html | site/contact.html | site/dubai-airport-luxury-car-rental.html | site/dubai-marina-luxury-car-rental.html | site/fleet.html | site/hotel-villa-airport-delivery-dubai.html | site/index.html | site/locations.html | site/luxury-car-rental-dubai.html | site/monthly-luxury-car-rental-dubai.html | site/palm-jumeirah-luxury-car-rental.html | site/services.html | site/wedding-event-car-rental-dubai.html,13,site/about.html | site/app/reserve/page.html | site/config.js | site/contact.html | site/css/hub-pages.css | site/favicon.ico | site/fleet.html | site/js/contact-form.js | site/locations.html | site/logo-dp-transparent.png | site/manifest.json | site/services.html | site/terms-and-conditions.html
site/css/dp-bridge.css,true,true,,produccion,soporte,Archivo bajo la frontera publica sin evidencia clara de uso,se queda,bajo,medio,1320,2,site/terms-and-conditions-uae.html | site/terms-and-conditions.html,0,
site/css/hero-lab.css,false,true,D,preview,preview,"Sandbox, preview o plantilla fuera del flujo publico",se mueve/archiva,bajo,medio,0,0,,0,
site/css/home.css,false,true,D,duplicado/huella,candidato a borrar,Duplicado o resto de iteraciones anteriores,se elimina,bajo,bajo,0,0,,0,
site/css/home/00-foundation.css,false,true,D,duplicado/huella,candidato a borrar,Duplicado o resto de iteraciones anteriores,se elimina,bajo,bajo,0,0,,0,
site/css/home/10-header-hero.css,false,true,D,duplicado/huella,candidato a borrar,Duplicado o resto de iteraciones anteriores,se elimina,bajo,bajo,0,0,,0,
site/css/home/20-booking.css,false,true,D,duplicado/huella,candidato a borrar,Duplicado o resto de iteraciones anteriores,se elimina,bajo,bajo,0,0,,0,
site/css/home/30-sections.css,false,true,D,duplicado/huella,candidato a borrar,Duplicado o resto de iteraciones anteriores,se elimina,bajo,bajo,0,0,,0,
site/css/home/40-contact-footer.css,false,true,D,duplicado/huella,candidato a borrar,Duplicado o resto de iteraciones anteriores,se elimina,bajo,bajo,0,0,,0,
site/css/home/90-responsive.css,false,true,D,duplicado/huella,candidato a borrar,Duplicado o resto de iteraciones anteriores,se elimina,bajo,bajo,0,0,,0,
site/css/hub-pages.css,true,true,,produccion,soporte,Archivo bajo la frontera publica sin evidencia clara de uso,se queda,bajo,medio,6762,1,site/contact.html,0,
site/css/seo-landing.css,true,true,M,produccion,soporte,Archivo bajo la frontera publica sin evidencia clara de uso,se queda,bajo,medio,55195,19,docs/previews/vehicle-template-base.html | docs/previews/vehicle-template-premium.html | site/downtown-dubai-supercar-rental.html | site/ferrari-296-gts-rental-dubai.html | site/ferrari-rental-downtown-dubai.html | site/ferrari-rental-dubai.html | site/g63-rental-dubai-marina.html | site/g63-rental-dubai.html | site/lamborghini-huracan-evo-spyder-rental-dubai.html | site/lamborghini-rental-dubai.html | site/lamborghini-rental-palm-jumeirah.html | site/lamborghini-urus-rental-dubai.html | site/mercedes-g63-amg-rental-dubai.html | site/mercedes-rental-dubai.html | site/porsche-992-gt3-rental-dubai.html | site/porsche-rental-dubai.html | site/rolls-royce-cullinan-black-badge-rental-dubai.html | site/rolls-royce-rental-dubai.html | site/supercar-rental-dubai.html,0,
site/css/site-v2-about.css,true,true,,produccion,soporte,Archivo bajo la frontera publica sin evidencia clara de uso,se queda,bajo,medio,12901,1,site/about.html,0,
site/css/site-v2-fleet.css,true,true,M,produccion,soporte,Archivo bajo la frontera publica sin evidencia clara de uso,se queda,bajo,medio,37015,1,site/fleet.html,0,
site/css/site-v2-local-guide.css,true,true,,produccion,soporte,Archivo bajo la frontera publica sin evidencia clara de uso,se queda,bajo,medio,15802,5,site/abu-dhabi-luxury-car-rental.html | site/dubai-airport-luxury-car-rental.html | site/dubai-marina-luxury-car-rental.html | site/luxury-car-rental-dubai.html | site/palm-jumeirah-luxury-car-rental.html,0,
site/css/site-v2-locations.css,true,true,M,produccion,soporte,Archivo bajo la frontera publica sin evidencia clara de uso,se queda,bajo,medio,22712,1,site/locations.html,2,site/images/fleet/rolls-royce-cullinan-black-badge/06-exterior-front-open-doors.png | site/images/service-detail.png
site/css/site-v2-service-detail.css,true,true,M,produccion,soporte,Archivo bajo la frontera publica sin evidencia clara de uso,se queda,bajo,medio,11816,6,site/airport-concierge-dubai.html | site/business-car-rental-dubai.html | site/chauffeur-service-dubai.html | site/hotel-villa-airport-delivery-dubai.html | site/monthly-luxury-car-rental-dubai.html | site/wedding-event-car-rental-dubai.html,0,
site/css/site-v2-services.css,true,true,M,produccion,soporte,Archivo bajo la frontera publica sin evidencia clara de uso,se queda,bajo,medio,16589,1,site/services.html,0,
site/css/site-v2.css,true,true,M,produccion,soporte,Archivo bajo la frontera publica sin evidencia clara de uso,se queda,bajo,medio,110664,26,docs/previews/fleet-card-preview.html | docs/previews/vehicle-template-base.html | docs/previews/vehicle-template-premium.html | site/about.html | site/abu-dhabi-luxury-car-rental.html | site/airport-concierge-dubai.html | site/business-car-rental-dubai.html | site/chauffeur-service-dubai.html | site/dubai-airport-luxury-car-rental.html | site/dubai-marina-luxury-car-rental.html | site/ferrari-296-gts-rental-dubai.html | site/ferrari-rental-dubai.html | site/fleet.html | site/hotel-villa-airport-delivery-dubai.html | site/index.html | site/lamborghini-huracan-evo-spyder-rental-dubai.html | site/lamborghini-urus-rental-dubai.html | site/locations.html | site/luxury-car-rental-dubai.html | site/mercedes-g63-amg-rental-dubai.html | site/monthly-luxury-car-rental-dubai.html | site/palm-jumeirah-luxury-car-rental.html | site/porsche-992-gt3-rental-dubai.html | site/rolls-royce-cullinan-black-badge-rental-dubai.html | site/services.html | site/wedding-event-car-rental-dubai.html,0,
site/downtown-dubai-supercar-rental.html,true,true,,produccion,produccion,"Superficie publica, asset o metadata servida en produccion",se queda,alto,alto,6778,2,site/ferrari-rental-downtown-dubai.html | site/supercar-rental-dubai.html,11,site/app/reserve/page.html | site/css/seo-landing.css | site/ferrari-rental-downtown-dubai.html | site/ferrari-rental-dubai.html | site/index.html | site/lamborghini-rental-dubai.html | site/luxury-car-rental-dubai.html | site/mercedes-rental-dubai.html | site/porsche-rental-dubai.html | site/supercar-rental-dubai.html | site/terms-and-conditions-uae.html
site/dubai-airport-luxury-car-rental.html,true,true,M,produccion,produccion,"Superficie publica, asset o metadata servida en produccion",se queda,alto,alto,17986,12,site/abu-dhabi-luxury-car-rental.html | site/airport-concierge-dubai.html | site/business-car-rental-dubai.html | site/chauffeur-service-dubai.html | site/dubai-marina-luxury-car-rental.html | site/fleet.html | site/hotel-villa-airport-delivery-dubai.html | site/index.html | site/locations.html | site/luxury-car-rental-dubai.html | site/palm-jumeirah-luxury-car-rental.html | site/services.html,19,site/about.html | site/abu-dhabi-luxury-car-rental.html | site/app/reserve/page.html | site/contact.html | site/css/site-v2-local-guide.css | site/css/site-v2.css | site/fleet.html | site/images/dp-crest-cropped.png | site/index.html | site/js/site-v2.js | site/lamborghini-rental-dubai.html | site/locations.html | site/logo-dp-transparent.png | site/luxury-car-rental-dubai.html | site/mercedes-rental-dubai.html | site/palm-jumeirah-luxury-car-rental.html | site/rolls-royce-rental-dubai.html | site/services.html | site/terms-and-conditions.html
site/dubai-marina-luxury-car-rental.html,true,true,M,produccion,produccion,"Superficie publica, asset o metadata servida en produccion",se queda,alto,alto,17845,10,site/fleet.html | site/g63-rental-dubai-marina.html | site/hotel-villa-airport-delivery-dubai.html | site/index.html | site/locations.html | site/luxury-car-rental-dubai.html | site/palm-jumeirah-luxury-car-rental.html | site/services.html | site/supercar-rental-dubai.html | site/wedding-event-car-rental-dubai.html,19,site/about.html | site/app/reserve/page.html | site/contact.html | site/css/site-v2-local-guide.css | site/css/site-v2.css | site/dubai-airport-luxury-car-rental.html | site/ferrari-rental-dubai.html | site/fleet.html | site/images/dp-crest-cropped.png | site/index.html | site/js/site-v2.js | site/locations.html | site/logo-dp-transparent.png | site/luxury-car-rental-dubai.html | site/mercedes-rental-dubai.html | site/palm-jumeirah-luxury-car-rental.html | site/porsche-rental-dubai.html | site/services.html | site/terms-and-conditions.html
site/favicon.ico,true,true,,produccion,produccion,"Superficie publica, asset o metadata servida en produccion",se queda,medio,alto,54886,3,site/app/reserve/page.html | site/contact.html | site/sw.js,0,
site/ferrari-296-gts-rental-dubai.html,true,false,??,produccion,produccion,"Superficie publica, asset o metadata servida en produccion",se queda,alto,alto,39769,7,site/ferrari-rental-downtown-dubai.html | site/fleet.html | site/index.html | site/lamborghini-huracan-evo-spyder-rental-dubai.html | site/porsche-992-gt3-rental-dubai.html | site/porsche-rental-dubai.html | site/supercar-rental-dubai.html,39,site/about.html | site/app/reserve/page.html | site/css/seo-landing.css | site/css/site-v2.css | site/ferrari-rental-dubai.html | site/fleet.html | site/images/brands/ferrari-mark.png | site/images/brands/lamborghini-mark.png | site/images/brands/mercedes-mark.png | site/images/brands/porsche-mark.png | site/images/brands/rolls-royce-mark.png | site/images/categories/mock-fastpng/convertible-stage.png | site/images/categories/mock-fastpng/electric-stage.png | site/images/categories/mock-fastpng/luxury-stage.png | site/images/categories/mock-fastpng/sports-stage.png | site/images/categories/mock-fastpng/suv-stage.png | site/images/dp-crest-cropped.png | site/images/fleet/ferrari-296-gts/01-exterior-front.jpg | site/images/fleet/ferrari-296-gts/03-exterior-rear.jpg | site/images/fleet/ferrari-296-gts/06-exterior-motion.jpg | site/images/fleet/ferrari-296-gts/07-hero-dubai.jpeg | site/images/fleet/ferrari-296-gts/08-front-profile.jpg | site/index.html | site/js/seo-landing.js | site/js/site-v2.js | site/lamborghini-huracan-evo-spyder-rental-dubai.html | site/lamborghini-rental-dubai.html | site/lamborghini-urus-rental-dubai.html | site/locations.html | site/luxury-car-rental-dubai.html | site/media/hero-dubai-sunset.mp4 | site/media/hero-sports-road.mp4 | site/mercedes-rental-dubai.html | site/porsche-992-gt3-rental-dubai.html | site/porsche-rental-dubai.html | site/rolls-royce-cullinan-black-badge-rental-dubai.html | site/services.html | site/supercar-rental-dubai.html | site/terms-and-conditions-uae.html
site/ferrari-rental-downtown-dubai.html,true,true,M,produccion,produccion,"Superficie publica, asset o metadata servida en produccion",se queda,alto,alto,7995,1,site/downtown-dubai-supercar-rental.html,12,site/airport-concierge-dubai.html | site/app/reserve/page.html | site/css/seo-landing.css | site/downtown-dubai-supercar-rental.html | site/ferrari-296-gts-rental-dubai.html | site/ferrari-rental-dubai.html | site/hotel-villa-airport-delivery-dubai.html | site/index.html | site/lamborghini-rental-dubai.html | site/mercedes-rental-dubai.html | site/porsche-rental-dubai.html | site/terms-and-conditions-uae.html
site/ferrari-rental-dubai.html,true,true,M,produccion,soporte,Archivo bajo la frontera publica sin evidencia clara de uso,se queda,bajo,medio,32251,20,docs/previews/vehicle-template-base.html | docs/previews/vehicle-template-premium.html | site/about.html | site/downtown-dubai-supercar-rental.html | site/dubai-marina-luxury-car-rental.html | site/ferrari-296-gts-rental-dubai.html | site/ferrari-rental-downtown-dubai.html | site/ferrari-rental-dubai.html | site/fleet.html | site/g63-rental-dubai-marina.html | site/index.html | site/lamborghini-huracan-evo-spyder-rental-dubai.html | site/lamborghini-rental-dubai.html | site/lamborghini-rental-palm-jumeirah.html | site/lamborghini-urus-rental-dubai.html | site/locations.html | site/mercedes-g63-amg-rental-dubai.html | site/porsche-992-gt3-rental-dubai.html | site/rolls-royce-cullinan-black-badge-rental-dubai.html | site/services.html,33,site/about.html | site/app/reserve/page.html | site/css/seo-landing.css | site/css/site-v2.css | site/ferrari-rental-dubai.html | site/fleet.html | site/images/brands/ferrari-mark.png | site/images/brands/lamborghini-mark.png | site/images/brands/mercedes-mark.png | site/images/brands/porsche-mark.png | site/images/brands/rolls-royce-mark.png | site/images/categories/mock-fastpng/convertible-stage.png | site/images/categories/mock-fastpng/electric-stage.png | site/images/categories/mock-fastpng/luxury-stage.png | site/images/categories/mock-fastpng/sports-stage.png | site/images/categories/mock-fastpng/suv-stage.png | site/images/dp-crest-cropped.png | site/images/fleet/ferrari-296-gts/01-exterior-front.jpg | site/index.html | site/js/seo-landing.js | site/js/site-v2.js | site/lamborghini-rental-dubai.html | site/locations.html | site/luxury-car-rental-dubai.html | site/media/hero-dubai-sunset.mp4 | site/mercedes-g63-amg-rental-dubai.html | site/mercedes-rental-dubai.html | site/porsche-992-gt3-rental-dubai.html | site/porsche-rental-dubai.html | site/rolls-royce-rental-dubai.html | site/services.html | site/supercar-rental-dubai.html | site/terms-and-conditions-uae.html
site/fleet.html,true,true,M,produccion,produccion,"Superficie publica, asset o metadata servida en produccion",se queda,alto,alto,49187,29,docs/previews/vehicle-template-base.html | docs/previews/vehicle-template-premium.html | site/about.html | site/abu-dhabi-luxury-car-rental.html | site/airport-concierge-dubai.html | site/business-car-rental-dubai.html | site/chauffeur-service-dubai.html | site/contact.html | site/dubai-airport-luxury-car-rental.html | site/dubai-marina-luxury-car-rental.html | site/ferrari-296-gts-rental-dubai.html | site/ferrari-rental-dubai.html | site/fleet.html | site/g63-rental-dubai.html | site/hotel-villa-airport-delivery-dubai.html | site/index.html | site/lamborghini-huracan-evo-spyder-rental-dubai.html | site/lamborghini-urus-rental-dubai.html | site/locations.html | site/luxury-car-rental-dubai.html | site/mercedes-g63-amg-rental-dubai.html | site/monthly-luxury-car-rental-dubai.html | site/palm-jumeirah-luxury-car-rental.html | site/porsche-992-gt3-rental-dubai.html | site/porsche-rental-dubai.html | site/rolls-royce-cullinan-black-badge-rental-dubai.html | site/rolls-royce-rental-dubai.html | site/services.html | site/wedding-event-car-rental-dubai.html,46,site/about.html | site/airport-concierge-dubai.html | site/chauffeur-service-dubai.html | site/contact.html | site/css/site-v2-fleet.css | site/css/site-v2.css | site/dubai-airport-luxury-car-rental.html | site/dubai-marina-luxury-car-rental.html | site/ferrari-296-gts-rental-dubai.html | site/ferrari-rental-dubai.html | site/fleet.html | site/hotel-villa-airport-delivery-dubai.html | site/images/brands/ferrari-mark.png | site/images/brands/lamborghini-mark.png | site/images/brands/mercedes-mark.png | site/images/brands/porsche-mark.png | site/images/brands/rolls-royce-mark.png | site/images/categories/mock-fastpng/convertible-stage.png | site/images/categories/mock-fastpng/electric-stage.png | site/images/categories/mock-fastpng/luxury-stage.png | site/images/categories/mock-fastpng/sports-stage.png | site/images/categories/mock-fastpng/suv-stage.png | site/images/dp-crest-cropped.png | site/images/fleet/ferrari-296-gts/01-exterior-front.jpg | site/images/fleet/lamborghini-huracan/01-exterior-front.png | site/images/fleet/lamborghini-urus/01-exterior-front.png | site/images/fleet/rolls-royce-cullinan-black-badge/06-exterior-front-open-doors.png | site/index.html | site/js/site-v2-fleet.js | site/js/site-v2.js | site/lamborghini-huracan-evo-spyder-rental-dubai.html | site/lamborghini-rental-dubai.html | site/lamborghini-urus-rental-dubai.html | site/locations.html | site/luxury-car-rental-dubai.html | site/mercedes-g63-amg-rental-dubai.html | site/mercedes-rental-dubai.html | site/monthly-luxury-car-rental-dubai.html | site/palm-jumeirah-luxury-car-rental.html | site/porsche-992-gt3-rental-dubai.html | site/porsche-rental-dubai.html | site/rolls-royce-cullinan-black-badge-rental-dubai.html | site/rolls-royce-rental-dubai.html | site/services.html | site/supercar-rental-dubai.html | site/terms-and-conditions.html
site/g63-rental-dubai-marina.html,true,true,,produccion,produccion,"Superficie publica, asset o metadata servida en produccion",se queda,alto,alto,6525,2,site/g63-rental-dubai.html | site/mercedes-rental-dubai.html,10,site/app/reserve/page.html | site/css/seo-landing.css | site/dubai-marina-luxury-car-rental.html | site/ferrari-rental-dubai.html | site/g63-rental-dubai.html | site/index.html | site/lamborghini-rental-dubai.html | site/mercedes-rental-dubai.html | site/porsche-rental-dubai.html | site/terms-and-conditions-uae.html
site/g63-rental-dubai.html,true,true,M,produccion,soporte,Archivo bajo la frontera publica sin evidencia clara de uso,se queda,bajo,medio,18880,2,site/g63-rental-dubai-marina.html | site/rolls-royce-rental-dubai.html,9,site/app/reserve/page.html | site/css/seo-landing.css | site/fleet.html | site/g63-rental-dubai-marina.html | site/images/brands/mercedes-mark.png | site/index.html | site/js/seo-landing.js | site/mercedes-g63-amg-rental-dubai.html | site/terms-and-conditions-uae.html
site/hero-lab-layout.svg,false,true,D,preview,preview,"Sandbox, preview o plantilla fuera del flujo publico",se mueve/archiva,bajo,medio,0,0,,0,
site/hero-lab.html,false,true,D,preview,preview,"Sandbox, preview o plantilla fuera del flujo publico",se mueve/archiva,bajo,medio,0,0,,0,
site/hotel-villa-airport-delivery-dubai.html,true,true,M,produccion,produccion,"Superficie publica, asset o metadata servida en produccion",se queda,alto,alto,24759,9,site/airport-concierge-dubai.html | site/chauffeur-service-dubai.html | site/ferrari-rental-downtown-dubai.html | site/fleet.html | site/locations.html | site/monthly-luxury-car-rental-dubai.html | site/services.html | site/supercar-rental-dubai.html | site/wedding-event-car-rental-dubai.html,19,site/about.html | site/airport-concierge-dubai.html | site/app/reserve/page.html | site/chauffeur-service-dubai.html | site/contact.html | site/css/site-v2-service-detail.css | site/css/site-v2.css | site/dubai-airport-luxury-car-rental.html | site/dubai-marina-luxury-car-rental.html | site/fleet.html | site/images/dp-crest-cropped.png | site/index.html | site/js/site-v2.js | site/locations.html | site/monthly-luxury-car-rental-dubai.html | site/palm-jumeirah-luxury-car-rental.html | site/services.html | site/terms-and-conditions.html | site/wedding-event-car-rental-dubai.html
site/icons/favicon.ico,false,true,D,duplicado/huella,candidato a borrar,Duplicado o resto de iteraciones anteriores,se elimina,bajo,bajo,0,0,,0,
site/icons/icon-128.png,true,true,,produccion,soporte,Archivo bajo la frontera publica sin evidencia clara de uso,se queda,bajo,medio,11282,1,site/sw.js,0,
site/icons/icon-16.png,true,true,,produccion,soporte,Archivo bajo la frontera publica sin evidencia clara de uso,se queda,bajo,medio,496,2,site/app/reserve/page.html | site/sw.js,0,
site/icons/icon-180.png,true,true,,produccion,soporte,Archivo bajo la frontera publica sin evidencia clara de uso,se queda,bajo,medio,19312,2,site/app/reserve/page.html | site/sw.js,0,
site/icons/icon-192.png,true,true,,produccion,soporte,Archivo bajo la frontera publica sin evidencia clara de uso,se queda,bajo,medio,21695,3,site/app/reserve/page.html | site/manifest.json | site/sw.js,0,
site/icons/icon-256.png,true,true,,produccion,soporte,Archivo bajo la frontera publica sin evidencia clara de uso,se queda,bajo,medio,33698,2,site/app/reserve/page.html | site/sw.js,0,
site/icons/icon-32.png,true,true,,produccion,soporte,Archivo bajo la frontera publica sin evidencia clara de uso,se queda,bajo,medio,1392,2,site/app/reserve/page.html | site/sw.js,0,
site/icons/icon-384.png,true,true,,produccion,soporte,Archivo bajo la frontera publica sin evidencia clara de uso,se queda,bajo,medio,63052,2,site/manifest.json | site/sw.js,0,
site/icons/icon-48.png,true,true,,produccion,candidato a borrar,Archivo bajo la frontera publica sin evidencia clara de uso,se elimina,bajo,bajo,2482,0,,0,
site/icons/icon-512.png,true,true,,produccion,soporte,Archivo bajo la frontera publica sin evidencia clara de uso,se queda,bajo,medio,100780,3,site/app/reserve/page.html | site/manifest.json | site/sw.js,0,
site/icons/icon-64.png,true,true,,produccion,soporte,Archivo bajo la frontera publica sin evidencia clara de uso,se queda,bajo,medio,3640,1,site/sw.js,0,
site/icons/icon-96.png,true,true,,produccion,candidato a borrar,Archivo bajo la frontera publica sin evidencia clara de uso,se elimina,bajo,bajo,7163,0,,0,
site/images/brands/ferrari-mark.png,true,true,,produccion,produccion,Asset publico o dependencia estatica del sitio,se queda,medio,alto,32892,14,docs/previews/vehicle-template-base.html | docs/previews/vehicle-template-premium.html | site/about.html | site/ferrari-296-gts-rental-dubai.html | site/ferrari-rental-dubai.html | site/fleet.html | site/index.html | site/lamborghini-huracan-evo-spyder-rental-dubai.html | site/lamborghini-urus-rental-dubai.html | site/locations.html | site/mercedes-g63-amg-rental-dubai.html | site/porsche-992-gt3-rental-dubai.html | site/rolls-royce-cullinan-black-badge-rental-dubai.html | site/services.html,0,
